SaleID,Product_id,Customer_id,Units_sold,SaleDate,BuyerType,year
4142,35,121,4,"Sunday, June 18, 2023",User,2023
4164,9,50,4,"Sunday, May 14, 2023",User,2023
4172,22,137,4,"Sunday, April 30, 2023",User,2023
4175,38,198,4,"Wednesday, June 14, 2023",User,2023
4210,35,150,4,"Tuesday, October 31, 2023",User,2023
4230,22,27,4,"Thursday, August 31, 2023",User,2023
4297,5,169,4,"Thursday, June 1, 2023",User,2023
4306,36,12,4,"Monday, April 17, 2023",User,2023
4363,29,109,4,"Friday, September 15, 2023",User,2023
4434,30,70,4,"Sunday, December 17, 2023",User,2023
4518,38,194,4,"Wednesday, June 14, 2023",User,2023
4521,9,170,4,"Thursday, March 9, 2023",User,2023
4555,22,75,4,"Saturday, May 20, 2023",User,2023
4584,36,116,4,"Monday, May 29, 2023",User,2023
4598,22,10,4,"Saturday, June 3, 2023",User,2023
4644,9,117,4,"Wednesday, December 27, 2023",User,2023
4654,25,86,4,"Friday, August 4, 2023",User,2023
4677,38,128,4,"Monday, May 22, 2023",User,2023
4739,38,120,4,"Saturday, July 8, 2023",User,2023
4754,5,45,4,"Tuesday, April 25, 2023",User,2023
4767,25,22,4,"Sunday, July 23, 2023",User,2023
4781,38,71,4,"Saturday, December 2, 2023",User,2023
4813,36,14,4,"Saturday, October 14, 2023",User,2023
4838,38,73,4,"Friday, October 6, 2023",User,2023
4854,31,6,4,"Sunday, August 13, 2023",User,2023
4856,29,68,4,"Friday, July 14, 2023",User,2023
4878,38,156,4,"Wednesday, November 22, 2023",User,2023
4975,38,72,4,"Saturday, June 10, 2023",User,2023
4997,29,17,4,"Saturday, November 25, 2023",User,2023
4998,35,115,4,"Thursday, February 2, 2023",User,2023
5015,31,10,4,"Saturday, January 14, 2023",User,2023
5082,36,199,4,"Monday, January 23, 2023",User,2023
5085,30,89,4,"Tuesday, January 3, 2023",User,2023
5108,9,156,4,"Sunday, February 12, 2023",User,2023
5118,38,192,4,"Wednesday, March 29, 2023",User,2023
5172,30,80,4,"Wednesday, April 12, 2023",User,2023
5177,29,173,4,"Thursday, June 8, 2023",User,2023
5185,36,125,4,"Wednesday, February 22, 2023",User,2023
5200,29,43,4,"Tuesday, January 10, 2023",User,2023
5250,36,75,4,"Tuesday, February 7, 2023",User,2023
5251,36,152,4,"Wednesday, April 5, 2023",User,2023
5254,29,65,4,"Wednesday, September 13, 2023",User,2023
5261,25,69,4,"Monday, April 17, 2023",User,2023
5265,5,115,4,"Sunday, December 31, 2023",User,2023
5273,38,40,4,"Wednesday, September 6, 2023",User,2023
5306,9,20,4,"Wednesday, February 1, 2023",User,2023
5363,25,40,4,"Thursday, February 9, 2023",User,2023
5368,25,193,4,"Tuesday, January 3, 2023",User,2023
5384,22,155,4,"Tuesday, August 15, 2023",User,2023
5399,9,102,4,"Monday, March 13, 2023",User,2023
5455,31,97,4,"Tuesday, September 19, 2023",User,2023
5474,31,108,4,"Thursday, July 27, 2023",User,2023
5475,36,184,4,"Thursday, January 19, 2023",User,2023
5483,35,10,4,"Friday, December 22, 2023",User,2023
5507,25,68,4,"Sunday, January 1, 2023",User,2023
5528,25,176,4,"Monday, October 16, 2023",User,2023
5560,38,172,4,"Saturday, January 28, 2023",User,2023
5578,36,53,4,"Thursday, November 2, 2023",User,2023
5601,38,150,4,"Sunday, May 7, 2023",User,2023
5612,5,185,4,"Sunday, July 9, 2023",User,2023
5633,30,109,4,"Sunday, October 22, 2023",User,2023
5688,35,89,4,"Tuesday, March 7, 2023",User,2023
5708,36,121,4,"Sunday, June 18, 2023",User,2023
5745,29,82,4,"Saturday, July 29, 2023",User,2023
5761,29,60,4,"Wednesday, June 21, 2023",User,2023
5781,36,66,4,"Wednesday, September 6, 2023",User,2023
5832,22,105,4,"Saturday, February 18, 2023",User,2023
5859,5,6,4,"Wednesday, May 10, 2023",User,2023
5872,5,173,4,"Monday, October 30, 2023",User,2023
5885,5,178,4,"Sunday, June 25, 2023",User,2023
5909,25,120,4,"Thursday, March 9, 2023",User,2023
5915,36,64,4,"Saturday, December 2, 2023",User,2023
5934,5,78,4,"Friday, December 15, 2023",User,2023
5943,38,105,4,"Saturday, July 22, 2023",User,2023
5954,5,165,4,"Sunday, July 16, 2023",User,2023
5965,36,61,4,"Monday, May 29, 2023",User,2023
5985,31,28,4,"Thursday, January 26, 2023",User,2023
6011,22,75,4,"Thursday, February 9, 2023",User,2023
6035,5,106,4,"Monday, July 3, 2023",User,2023
6080,31,109,4,"Monday, May 29, 2023",User,2023
6135,5,88,4,"Saturday, August 19, 2023",User,2023
6171,38,59,4,"Monday, March 27, 2023",User,2023
6210,35,50,4,"Thursday, December 21, 2023",User,2023
6237,5,75,4,"Saturday, August 5, 2023",User,2023
6249,31,99,4,"Tuesday, November 28, 2023",User,2023
6279,35,182,4,"Tuesday, July 4, 2023",User,2023
6296,36,149,4,"Tuesday, March 21, 2023",User,2023
6300,36,190,4,"Thursday, August 10, 2023",User,2023
6326,5,114,4,"Thursday, November 9, 2023",User,2023
6336,25,7,4,"Saturday, July 22, 2023",User,2023
6338,35,104,4,"Wednesday, February 22, 2023",User,2023
6368,25,96,4,"Tuesday, November 14, 2023",User,2023
6375,31,87,4,"Thursday, April 6, 2023",User,2023
6376,31,185,4,"Thursday, September 7, 2023",User,2023
6392,29,49,4,"Friday, May 5, 2023",User,2023
6414,31,22,4,"Friday, January 27, 2023",User,2023
6421,9,53,4,"Wednesday, September 6, 2023",User,2023
6430,25,78,4,"Wednesday, March 22, 2023",User,2023
6469,38,17,4,"Tuesday, August 15, 2023",User,2023
6483,35,99,4,"Tuesday, April 11, 2023",User,2023
6552,30,82,4,"Saturday, November 11, 2023",User,2023
6663,25,153,4,"Tuesday, October 17, 2023",User,2023
6702,35,101,4,"Friday, September 15, 2023",User,2023
6717,36,128,4,"Sunday, July 16, 2023",User,2023
6757,30,158,4,"Sunday, August 13, 2023",User,2023
6776,25,58,4,"Friday, March 3, 2023",User,2023
6798,5,17,4,"Friday, June 2, 2023",User,2023
6859,9,171,4,"Sunday, October 22, 2023",User,2023
6876,35,86,4,"Friday, March 24, 2023",User,2023
6886,35,199,4,"Monday, November 20, 2023",User,2023
6909,35,44,4,"Wednesday, July 19, 2023",User,2023
6910,22,18,4,"Saturday, March 18, 2023",User,2023
6919,22,30,4,"Wednesday, December 6, 2023",User,2023
6937,31,164,4,"Tuesday, May 9, 2023",User,2023
6967,36,59,4,"Tuesday, July 25, 2023",User,2023
6973,9,137,4,"Tuesday, April 25, 2023",User,2023
6994,29,74,4,"Thursday, May 11, 2023",User,2023
7040,9,78,4,"Wednesday, February 1, 2023",User,2023
7057,35,60,4,"Tuesday, November 28, 2023",User,2023
7078,5,141,4,"Wednesday, April 5, 2023",User,2023
7093,29,85,4,"Monday, April 10, 2023",User,2023
7101,29,118,4,"Wednesday, August 2, 2023",User,2023
7159,5,95,4,"Saturday, December 30, 2023",User,2023
7166,36,8,4,"Tuesday, June 13, 2023",User,2023
7203,31,198,4,"Thursday, December 14, 2023",User,2023
7226,29,62,4,"Tuesday, November 28, 2023",User,2023
7267,9,35,4,"Saturday, May 6, 2023",User,2023
7281,22,3,4,"Saturday, March 18, 2023",User,2023
7299,9,129,4,"Saturday, April 8, 2023",User,2023
7342,25,52,4,"Thursday, March 2, 2023",User,2023
7351,29,103,4,"Saturday, November 18, 2023",User,2023
7372,22,148,4,"Sunday, December 24, 2023",User,2023
7388,25,170,4,"Wednesday, August 16, 2023",User,2023
7404,35,91,4,"Wednesday, October 11, 2023",User,2023
7412,5,71,4,"Friday, August 4, 2023",User,2023
7418,29,74,4,"Sunday, March 5, 2023",User,2023
7422,5,61,4,"Friday, September 8, 2023",User,2023
7509,31,10,4,"Saturday, June 24, 2023",User,2023
7527,31,180,4,"Friday, June 9, 2023",User,2023
7543,36,54,4,"Sunday, October 29, 2023",User,2023
7557,30,83,4,"Saturday, October 21, 2023",User,2023
7564,9,60,4,"Tuesday, November 21, 2023",User,2023
7620,36,27,4,"Thursday, February 16, 2023",User,2023
7654,25,72,4,"Thursday, April 13, 2023",User,2023
7676,30,3,4,"Monday, February 13, 2023",User,2023
7765,5,93,4,"Friday, July 21, 2023",User,2023
7768,35,182,4,"Sunday, May 28, 2023",User,2023
7776,22,74,4,"Saturday, September 23, 2023",User,2023
7781,25,187,4,"Wednesday, December 6, 2023",User,2023
7795,22,38,4,"Monday, May 22, 2023",User,2023
7832,30,167,4,"Wednesday, July 5, 2023",User,2023
7833,5,76,4,"Friday, March 3, 2023",User,2023
7836,35,53,4,"Saturday, September 16, 2023",User,2023
7842,30,89,4,"Tuesday, July 18, 2023",User,2023
7852,29,181,4,"Wednesday, January 11, 2023",User,2023
7855,25,194,4,"Tuesday, June 20, 2023",User,2023
7888,36,155,4,"Saturday, May 13, 2023",User,2023
7898,36,195,4,"Sunday, November 19, 2023",User,2023
7934,9,89,4,"Tuesday, April 4, 2023",User,2023
7949,36,195,4,"Wednesday, December 27, 2023",User,2023
7954,36,66,4,"Sunday, April 30, 2023",User,2023
7961,9,76,4,"Friday, March 17, 2023",User,2023
7973,35,90,4,"Sunday, July 16, 2023",User,2023
7983,38,178,4,"Wednesday, May 3, 2023",User,2023
7995,5,200,4,"Monday, May 15, 2023",User,2023
8026,35,41,4,"Sunday, February 12, 2023",User,2023
8042,30,50,4,"Saturday, January 7, 2023",User,2023
8048,22,125,4,"Thursday, April 13, 2023",User,2023
8096,36,89,4,"Thursday, February 16, 2023",User,2023
8172,38,173,4,"Friday, July 28, 2023",User,2023
8297,29,168,4,"Monday, June 12, 2023",User,2023
8300,29,96,4,"Tuesday, September 26, 2023",User,2023
8346,31,199,4,"Wednesday, June 7, 2023",User,2023
8356,38,123,4,"Saturday, September 16, 2023",User,2023
8369,25,102,4,"Friday, October 13, 2023",User,2023
8373,9,108,4,"Friday, December 22, 2023",User,2023
8416,30,135,4,"Saturday, October 28, 2023",User,2023
8447,31,50,4,"Tuesday, November 28, 2023",User,2023
8452,9,157,4,"Monday, January 16, 2023",User,2023
8470,29,1,4,"Friday, October 20, 2023",User,2023
8486,22,174,4,"Saturday, January 7, 2023",User,2023
8487,30,200,4,"Sunday, June 4, 2023",User,2023
8507,9,148,4,"Tuesday, June 13, 2023",User,2023
8513,38,136,4,"Tuesday, July 18, 2023",User,2023
8546,25,81,4,"Monday, October 16, 2023",User,2023
8589,9,137,4,"Thursday, February 9, 2023",User,2023
8600,9,2,4,"Monday, December 25, 2023",User,2023
8664,5,186,4,"Wednesday, July 12, 2023",User,2023
8667,35,30,4,"Monday, September 11, 2023",User,2023
8697,29,93,4,"Friday, September 22, 2023",User,2023
8710,25,71,4,"Tuesday, July 11, 2023",User,2023
8725,38,97,4,"Tuesday, April 4, 2023",User,2023
8759,9,12,4,"Monday, May 8, 2023",User,2023
8763,36,93,4,"Monday, December 25, 2023",User,2023
8777,5,143,4,"Monday, March 13, 2023",User,2023
8795,5,133,4,"Monday, May 1, 2023",User,2023
8814,5,196,4,"Thursday, March 2, 2023",User,2023
8818,36,148,4,"Friday, December 29, 2023",User,2023
8845,30,35,4,"Sunday, February 26, 2023",User,2023
8856,36,1,4,"Sunday, February 19, 2023",User,2023
8915,9,117,4,"Sunday, September 3, 2023",User,2023
8939,31,34,4,"Friday, October 20, 2023",User,2023
8941,22,169,4,"Wednesday, February 22, 2023",User,2023
9016,25,167,4,"Sunday, June 4, 2023",User,2023
9075,38,33,4,"Friday, August 4, 2023",User,2023
9079,22,86,4,"Thursday, February 23, 2023",User,2023
9086,36,62,4,"Wednesday, April 12, 2023",User,2023
9087,5,27,4,"Wednesday, February 22, 2023",User,2023
9088,31,62,4,"Tuesday, June 27, 2023",User,2023
9093,29,73,4,"Thursday, August 24, 2023",User,2023
9130,22,113,4,"Tuesday, December 12, 2023",User,2023
9179,22,6,4,"Monday, September 18, 2023",User,2023
9233,22,179,4,"Friday, August 11, 2023",User,2023
9290,35,55,4,"Saturday, February 4, 2023",User,2023
9339,29,107,4,"Friday, January 27, 2023",User,2023
9355,36,190,4,"Friday, September 15, 2023",User,2023
9369,22,52,4,"Monday, July 31, 2023",User,2023
9423,29,9,4,"Tuesday, December 12, 2023",User,2023
9432,30,44,4,"Saturday, July 1, 2023",User,2023
9490,9,92,4,"Monday, June 12, 2023",User,2023
9492,36,45,4,"Sunday, November 5, 2023",User,2023
9599,22,118,4,"Friday, August 25, 2023",User,2023
9602,38,84,4,"Wednesday, January 18, 2023",User,2023
9612,9,152,4,"Tuesday, February 28, 2023",User,2023
9628,36,80,4,"Friday, June 2, 2023",User,2023
9730,35,161,4,"Monday, December 11, 2023",User,2023
9744,31,40,4,"Friday, September 8, 2023",User,2023
9844,38,162,4,"Tuesday, July 18, 2023",User,2023
9871,38,5,4,"Tuesday, November 14, 2023",User,2023
9909,5,154,4,"Saturday, April 22, 2023",User,2023
9934,35,114,4,"Monday, February 13, 2023",User,2023
9962,31,39,4,"Thursday, June 29, 2023",User,2023
9983,38,43,4,"Tuesday, November 7, 2023",User,2023
3,38,142,4,"Tuesday, August 15, 2023",User,2023
11,38,87,4,"Friday, August 25, 2023",User,2023
63,29,120,4,"Tuesday, July 11, 2023",User,2023
73,25,145,4,"Tuesday, November 21, 2023",User,2023
77,35,145,4,"Monday, November 27, 2023",User,2023
79,25,145,4,"Wednesday, November 29, 2023",User,2023
81,30,145,4,"Thursday, January 12, 2023",User,2023
166,36,151,4,"Thursday, February 23, 2023",User,2023
181,9,20,4,"Thursday, March 16, 2023",User,2023
188,5,117,4,"Monday, March 27, 2023",User,2023
215,22,34,4,"Sunday, March 5, 2023",User,2023
304,9,147,4,"Tuesday, May 9, 2023",User,2023
320,9,2,4,"Friday, December 1, 2023",User,2023
375,29,147,4,"Thursday, March 30, 2023",User,2023
391,38,79,4,"Friday, April 21, 2023",User,2023
412,36,88,4,"Monday, May 22, 2023",User,2023
504,29,149,4,"Wednesday, October 4, 2023",User,2023
544,29,96,4,"Saturday, May 6, 2023",User,2023
589,35,200,4,"Saturday, July 8, 2023",User,2023
598,38,112,4,"Friday, August 18, 2023",User,2023
634,22,143,4,"Sunday, September 10, 2023",User,2023
647,36,20,4,"Thursday, October 26, 2023",User,2023
649,31,136,4,"Monday, October 30, 2023",User,2023
677,9,81,4,"Wednesday, July 12, 2023",User,2023
682,38,153,4,"Thursday, December 14, 2023",User,2023
750,22,81,4,"Monday, April 17, 2023",User,2023
777,31,98,4,"Wednesday, May 24, 2023",User,2023
813,31,65,4,"Thursday, July 13, 2023",User,2023
1012,9,170,4,"Sunday, July 30, 2023",User,2023
1027,31,66,4,"Friday, December 15, 2023",User,2023
1101,25,117,4,"Monday, July 17, 2023",User,2023
1137,35,127,4,"Monday, October 2, 2023",User,2023
1144,9,61,4,"Saturday, October 28, 2023",User,2023
1197,31,164,4,"Monday, August 28, 2023",User,2023
1212,22,75,4,"Friday, May 5, 2023",User,2023
1214,29,56,4,"Friday, April 28, 2023",User,2023
1290,38,72,4,"Saturday, May 13, 2023",User,2023
1320,38,24,4,"Sunday, December 10, 2023",User,2023
1324,36,49,4,"Tuesday, December 19, 2023",User,2023
1401,38,148,4,"Thursday, November 30, 2023",User,2023
1417,22,76,4,"Wednesday, January 25, 2023",User,2023
1428,25,3,4,"Thursday, January 12, 2023",User,2023
1439,25,133,4,"Wednesday, March 22, 2023",User,2023
1476,22,105,4,"Monday, June 19, 2023",User,2023
1499,31,150,4,"Sunday, August 13, 2023",User,2023
1556,9,109,4,"Thursday, March 2, 2023",User,2023
1558,31,91,4,"Sunday, June 4, 2023",User,2023
1559,35,74,4,"Wednesday, March 8, 2023",User,2023
1652,38,71,4,"Wednesday, February 1, 2023",User,2023
1659,30,148,4,"Sunday, October 8, 2023",User,2023
1686,35,8,4,"Saturday, April 29, 2023",User,2023
1837,35,57,4,"Wednesday, October 25, 2023",User,2023
1841,29,7,4,"Wednesday, August 2, 2023",User,2023
1854,22,6,4,"Monday, August 7, 2023",User,2023
1863,35,39,4,"Monday, October 9, 2023",User,2023
1866,9,45,4,"Tuesday, May 30, 2023",User,2023
1899,22,150,4,"Wednesday, August 16, 2023",User,2023
1901,31,55,4,"Friday, May 19, 2023",User,2023
1952,25,66,4,"Thursday, December 14, 2023",User,2023
2000,35,160,4,"Wednesday, January 18, 2023",User,2023
2003,25,114,4,"Friday, February 3, 2023",User,2023
2014,5,86,4,"Wednesday, June 28, 2023",User,2023
2019,38,99,4,"Tuesday, September 5, 2023",User,2023
2043,31,9,4,"Saturday, August 12, 2023",User,2023
2087,35,94,4,"Monday, December 11, 2023",User,2023
2088,29,181,4,"Monday, June 19, 2023",User,2023
2104,5,55,4,"Thursday, June 29, 2023",User,2023
2141,38,126,4,"Saturday, March 11, 2023",User,2023
2198,5,38,4,"Thursday, April 6, 2023",User,2023
2222,22,187,4,"Wednesday, April 5, 2023",User,2023
2229,31,66,4,"Saturday, May 27, 2023",User,2023
2232,5,135,4,"Friday, February 24, 2023",User,2023
2294,36,97,4,"Saturday, November 4, 2023",User,2023
2302,5,88,4,"Saturday, October 21, 2023",User,2023
2328,5,9,4,"Friday, August 11, 2023",User,2023
2333,36,137,4,"Monday, March 27, 2023",User,2023
2353,31,145,4,"Thursday, October 12, 2023",User,2023
2375,36,100,4,"Thursday, November 2, 2023",User,2023
2380,25,135,4,"Saturday, July 29, 2023",User,2023
2381,25,19,4,"Wednesday, November 22, 2023",User,2023
2386,38,140,4,"Thursday, July 20, 2023",User,2023
2492,30,145,4,"Wednesday, July 19, 2023",User,2023
2493,29,91,4,"Tuesday, February 28, 2023",User,2023
2533,30,49,4,"Monday, October 2, 2023",User,2023
2545,38,93,4,"Wednesday, May 31, 2023",User,2023
2604,9,168,4,"Monday, March 27, 2023",User,2023
2607,9,75,4,"Friday, February 3, 2023",User,2023
2619,35,108,4,"Thursday, November 30, 2023",User,2023
2643,25,138,4,"Friday, January 27, 2023",User,2023
2649,30,184,4,"Wednesday, July 5, 2023",User,2023
2686,30,86,4,"Tuesday, August 29, 2023",User,2023
2807,35,62,4,"Wednesday, April 19, 2023",User,2023
2814,9,97,4,"Monday, April 24, 2023",User,2023
2881,29,58,4,"Monday, July 24, 2023",User,2023
2947,36,115,4,"Monday, January 23, 2023",User,2023
2965,9,32,4,"Sunday, June 11, 2023",User,2023
3021,36,15,4,"Friday, March 3, 2023",User,2023
3066,30,68,4,"Friday, April 21, 2023",User,2023
3072,29,128,4,"Friday, March 31, 2023",User,2023
3129,35,84,4,"Monday, May 8, 2023",User,2023
3137,5,181,4,"Wednesday, August 16, 2023",User,2023
3181,29,158,4,"Monday, January 23, 2023",User,2023
3187,35,120,4,"Friday, July 7, 2023",User,2023
3204,31,171,4,"Monday, October 23, 2023",User,2023
3230,30,45,4,"Saturday, October 21, 2023",User,2023
3261,36,39,4,"Saturday, April 8, 2023",User,2023
3273,31,113,4,"Sunday, February 26, 2023",User,2023
3301,9,134,4,"Tuesday, July 4, 2023",User,2023
3321,36,58,4,"Monday, March 20, 2023",User,2023
3323,35,41,4,"Monday, October 30, 2023",User,2023
3329,30,182,4,"Saturday, December 2, 2023",User,2023
3397,35,26,4,"Monday, November 27, 2023",User,2023
3407,31,76,4,"Saturday, May 20, 2023",User,2023
3424,31,41,4,"Thursday, December 21, 2023",User,2023
3450,5,48,4,"Friday, November 3, 2023",User,2023
3484,30,6,4,"Sunday, October 15, 2023",User,2023
3498,35,182,4,"Saturday, March 4, 2023",User,2023
3499,9,9,4,"Thursday, July 20, 2023",User,2023
3521,22,155,4,"Tuesday, May 16, 2023",User,2023
3528,22,36,4,"Monday, June 12, 2023",User,2023
3573,30,24,4,"Saturday, January 28, 2023",User,2023
3643,29,156,4,"Wednesday, May 31, 2023",User,2023
3680,22,119,4,"Wednesday, November 1, 2023",User,2023
3710,31,1,4,"Thursday, May 4, 2023",User,2023
3725,29,138,4,"Sunday, April 9, 2023",User,2023
3729,25,31,4,"Monday, May 1, 2023",User,2023
3734,22,173,4,"Sunday, September 24, 2023",User,2023
3740,29,181,4,"Wednesday, February 15, 2023",User,2023
3806,38,135,4,"Saturday, September 23, 2023",User,2023
3821,25,174,4,"Saturday, January 14, 2023",User,2023
3830,5,87,4,"Thursday, February 23, 2023",User,2023
3840,22,61,4,"Wednesday, June 21, 2023",User,2023
3854,25,180,4,"Sunday, September 24, 2023",User,2023
3885,22,121,4,"Tuesday, May 30, 2023",User,2023
3891,9,86,4,"Wednesday, September 20, 2023",User,2023
3904,29,146,4,"Thursday, February 16, 2023",User,2023
3922,25,54,4,"Wednesday, July 26, 2023",User,2023
3940,35,112,4,"Saturday, September 9, 2023",User,2023
3956,22,74,4,"Wednesday, August 23, 2023",User,2023
3980,22,98,4,"Saturday, July 29, 2023",User,2023
3982,31,136,4,"Saturday, January 14, 2023",User,2023
3985,29,99,4,"Thursday, July 6, 2023",User,2023
3989,5,173,4,"Thursday, February 16, 2023",User,2023
4018,25,95,4,"Monday, October 2, 2023",User,2023
4107,31,79,4,"Sunday, April 16, 2023",User,2023
4109,31,187,4,"Monday, June 12, 2023",User,2023
4125,36,165,4,"Thursday, June 29, 2023",User,2023
4129,38,174,4,"Wednesday, January 18, 2023",User,2023
4135,31,119,4,"Saturday, August 12, 2023",User,2023
4142,35,121,4,"Sunday, June 18, 2023",User,2023
4164,9,50,4,"Sunday, May 14, 2023",User,2023
4172,22,137,4,"Sunday, April 30, 2023",User,2023
4175,38,198,4,"Wednesday, June 14, 2023",User,2023
4210,35,150,4,"Tuesday, October 31, 2023",User,2023
4230,22,27,4,"Thursday, August 31, 2023",User,2023
4297,5,169,4,"Thursday, June 1, 2023",User,2023
4306,36,12,4,"Monday, April 17, 2023",User,2023
4363,29,109,4,"Friday, September 15, 2023",User,2023
4434,30,70,4,"Sunday, December 17, 2023",User,2023
4518,38,194,4,"Wednesday, June 14, 2023",User,2023
4521,9,170,4,"Thursday, March 9, 2023",User,2023
4555,22,75,4,"Saturday, May 20, 2023",User,2023
4584,36,116,4,"Monday, May 29, 2023",User,2023
4598,22,10,4,"Saturday, June 3, 2023",User,2023
4644,9,117,4,"Wednesday, December 27, 2023",User,2023
4654,25,86,4,"Friday, August 4, 2023",User,2023
4677,38,128,4,"Monday, May 22, 2023",User,2023
4739,38,120,4,"Saturday, July 8, 2023",User,2023
4754,5,45,4,"Tuesday, April 25, 2023",User,2023
4767,25,22,4,"Sunday, July 23, 2023",User,2023
4781,38,71,4,"Saturday, December 2, 2023",User,2023
4813,36,14,4,"Saturday, October 14, 2023",User,2023
170,22,184,4,"Sunday, June 19, 2022",User,2022
189,38,139,4,"Sunday, August 7, 2022",User,2022
567,31,9,4,"Friday, July 21, 2023",User,2023
582,5,145,4,"Monday, May 8, 2023",User,2023
590,35,140,4,"Sunday, August 13, 2023",User,2023
649,38,176,4,"Friday, November 10, 2023",User,2023
706,5,94,4,"Wednesday, July 12, 2023",User,2023
746,35,155,4,"Tuesday, January 16, 2024",User,2024
790,30,157,4,"Thursday, February 29, 2024",User,2024
801,25,108,4,"Sunday, November 3, 2024",User,2024
843,25,111,4,"Monday, April 22, 2024",User,2024
859,9,90,4,"Monday, August 5, 2024",User,2024
933,22,37,4,"Sunday, July 21, 2024",User,2024
1153,36,33,4,"Wednesday, February 26, 2025",User,2025
1187,25,148,4,"Saturday, January 4, 2025",User,2025
1195,29,154,4,"Thursday, September 4, 2025",User,2025
1279,38,155,4,"Friday, February 7, 2025",User,2025
1461,22,158,4,"Wednesday, December 31, 2025",User,2025
41,40,40,4,"Saturday, June 10, 2023",Seller,2023
46,15,40,4,"Friday, October 13, 2023",Seller,2023
18,12,196,3,"Tuesday, May 9, 2023",Seller,2023
42,7,40,3,"Sunday, September 10, 2023",Seller,2023
45,25,40,3,"Sunday, December 10, 2023",Seller,2023
9,34,96,3,"Friday, September 22, 2023",User,2023
20,14,81,3,"Tuesday, May 2, 2023",User,2023
45,25,113,3,"Thursday, October 19, 2023",User,2023
83,28,39,3,"Wednesday, January 25, 2023",User,2023
127,21,187,3,"Tuesday, October 3, 2023",User,2023
150,32,140,3,"Thursday, June 29, 2023",User,2023
198,34,18,3,"Friday, August 4, 2023",User,2023
222,34,83,3,"Thursday, March 2, 2023",User,2023
241,13,159,3,"Friday, February 17, 2023",User,2023
350,6,128,3,"Saturday, March 4, 2023",User,2023
367,14,77,3,"Monday, March 27, 2023",User,2023
377,30,43,3,"Friday, October 13, 2023",User,2023
393,28,101,3,"Monday, May 15, 2023",User,2023
411,29,98,3,"Wednesday, February 22, 2023",User,2023
413,6,153,3,"Monday, March 27, 2023",User,2023
414,30,188,3,"Saturday, July 22, 2023",User,2023
417,14,23,3,"Monday, October 2, 2023",User,2023
435,28,103,3,"Sunday, December 10, 2023",User,2023
500,15,161,3,"Saturday, March 18, 2023",User,2023
507,34,35,3,"Thursday, January 26, 2023",User,2023
609,15,192,3,"Sunday, May 21, 2023",User,2023
650,30,104,3,"Wednesday, November 15, 2023",User,2023
715,21,9,3,"Friday, September 22, 2023",User,2023
731,15,51,3,"Saturday, January 14, 2023",User,2023
771,29,135,3,"Friday, September 8, 2023",User,2023
845,32,12,3,"Tuesday, January 31, 2023",User,2023
906,15,200,3,"Sunday, January 22, 2023",User,2023
908,25,123,3,"Wednesday, June 14, 2023",User,2023
914,29,80,3,"Monday, April 24, 2023",User,2023
955,29,160,3,"Saturday, February 11, 2023",User,2023
1024,32,19,3,"Sunday, September 10, 2023",User,2023
1029,14,123,3,"Monday, February 27, 2023",User,2023
1045,34,158,3,"Monday, March 27, 2023",User,2023
1056,28,69,3,"Friday, December 15, 2023",User,2023
1062,34,143,3,"Sunday, November 12, 2023",User,2023
1066,34,200,3,"Friday, August 4, 2023",User,2023
1067,29,35,3,"Saturday, June 24, 2023",User,2023
1079,15,135,3,"Tuesday, September 5, 2023",User,2023
1087,28,114,3,"Friday, October 27, 2023",User,2023
1098,32,66,3,"Wednesday, March 29, 2023",User,2023
1102,30,113,3,"Thursday, November 23, 2023",User,2023
1134,6,20,3,"Tuesday, July 4, 2023",User,2023
1159,28,66,3,"Friday, August 11, 2023",User,2023
1208,25,79,3,"Friday, February 10, 2023",User,2023
1229,32,140,3,"Wednesday, August 30, 2023",User,2023
1250,13,40,3,"Thursday, November 30, 2023",User,2023
1314,6,74,3,"Saturday, April 8, 2023",User,2023
1316,30,117,3,"Wednesday, May 31, 2023",User,2023
1330,13,64,3,"Friday, July 14, 2023",User,2023
1335,34,200,3,"Wednesday, March 8, 2023",User,2023
1336,34,122,3,"Friday, July 7, 2023",User,2023
1360,6,135,3,"Monday, June 12, 2023",User,2023
1361,29,87,3,"Sunday, April 16, 2023",User,2023
1364,15,91,3,"Sunday, October 1, 2023",User,2023
1372,6,114,3,"Wednesday, September 20, 2023",User,2023
1390,25,42,3,"Wednesday, July 19, 2023",User,2023
1398,6,143,3,"Saturday, October 7, 2023",User,2023
1402,6,49,3,"Friday, April 21, 2023",User,2023
1412,28,147,3,"Friday, March 17, 2023",User,2023
1420,14,131,3,"Monday, March 6, 2023",User,2023
1440,32,108,3,"Saturday, May 20, 2023",User,2023
1511,29,196,3,"Saturday, December 30, 2023",User,2023
1642,6,77,3,"Monday, November 13, 2023",User,2023
1669,13,136,3,"Tuesday, March 7, 2023",User,2023
1687,30,189,3,"Thursday, December 21, 2023",User,2023
1689,15,104,3,"Friday, May 19, 2023",User,2023
1702,15,101,3,"Wednesday, May 10, 2023",User,2023
1715,21,199,3,"Sunday, August 13, 2023",User,2023
1724,6,25,3,"Saturday, May 13, 2023",User,2023
1733,29,26,3,"Friday, April 14, 2023",User,2023
1759,6,91,3,"Saturday, February 25, 2023",User,2023
1780,13,142,3,"Sunday, April 16, 2023",User,2023
1792,29,60,3,"Wednesday, May 17, 2023",User,2023
